name,team,opponent,week,season,isHome,REC,YDS,AVG,TD,LONG,TGTS
Malik Heath,GB,TB,15,2023,False,3,29,9.7,0,15,3
Aaron Jones,GB,TB,15,2023,False,4,16,4.0,0,5,4
Bo Melton,GB,TB,15,2023,False,1,7,7.0,0,7,2
Ben Sims,GB,TB,15,2023,False,0,0,0.0,0,0,1
Patrick Taylor Jr.,GB,TB,15,2023,False,2,-4,-2.0,0,-1,2
Keenan Allen,LAC,TEN,2,2023,True,8,111,13.9,2,42,10
Mike Williams,LAC,TEN,2,2023,True,8,83,10.4,0,20,13
Gerald Everett,LAC,TEN,2,2023,True,3,47,15.7,0,29,3
Stone Smartt,LAC,TEN,2,2023,True,1,24,24.0,0,24,1
Elijah Dotson,LAC,TEN,2,2023,True,2,13,6.5,0,7,2
Joshua Palmer,LAC,TEN,2,2023,True,3,13,4.3,0,6,5
Donald Parham Jr.,LAC,TEN,2,2023,True,1,7,7.0,0,7,2
Quentin Johnston,LAC,TEN,2,2023,True,1,7,7.0,0,7,2
Joshua Kelley,LAC,TEN,2,2023,True,0,0,0.0,0,0,1
Treylon Burks,TEN,LAC,2,2023,False,3,76,25.3,0,70,4
Chris Moore,TEN,LAC,2,2023,False,1,49,49.0,0,49,1
DeAndre Hopkins,TEN,LAC,2,2023,False,4,40,10.0,0,14,5
Chigoziem Okonkwo,TEN,LAC,2,2023,False,4,35,8.8,0,20,4
Nick Westbrook-Ikhine,TEN,LAC,2,2023,False,3,25,8.3,1,14,3
Derrick Henry,TEN,LAC,2,2023,False,3,15,5.0,0,9,4
Tyjae Spears,TEN,LAC,2,2023,False,2,6,3.0,0,4,2
Trevon Wesco,TEN,LAC,2,2023,False,0,0,0.0,0,0,1
Kendrick Bourne,NE,LV,6,2023,True,10,89,8.9,0,36,11
Mike Gesicki,NE,LV,6,2023,True,3,28,9.3,0,15,3
Rhamondre Stevenson,NE,LV,6,2023,True,5,24,4.8,0,6,6
Pharaoh Brown,NE,LV,6,2023,True,1,15,15.0,0,15,1
Ezekiel Elliott,NE,LV,6,2023,True,1,15,15.0,0,15,1
Ty Montgomery II,NE,LV,6,2023,True,1,9,9.0,0,9,1
DeVante Parker,NE,LV,6,2023,True,1,7,7.0,0,7,3
Hunter Henry,NE,LV,6,2023,True,1,7,7.0,0,7,3
Tyquan Thornton,NE,LV,6,2023,True,1,6,6.0,0,6,2
Michael Mayer,LV,NE,6,2023,False,5,75,15.0,0,32,6
Jakobi Meyers,LV,NE,6,2023,False,5,61,12.2,1,16,7
Tre Tucker,LV,NE,6,2023,False,2,57,28.5,0,48,2
Davante Adams,LV,NE,6,2023,False,2,29,14.5,0,21,5
Austin Hooper,LV,NE,6,2023,False,2,19,9.5,0,12,2
Josh Jacobs,LV,NE,6,2023,False,2,16,8.0,0,12,5
Zamir White,LV,NE,6,2023,False,2,7,3.5,0,4,2
Ameer Abdullah,LV,NE,6,2023,False,0,0,0.0,0,0,1
DeAndre Carter,LV,NE,6,2023,False,0,0,0.0,0,0,1
Davante Adams,LV,MIA,11,2023,True,7,82,11.7,1,46,13
Jakobi Meyers,LV,MIA,11,2023,True,4,49,12.3,0,24,5
Michael Mayer,LV,MIA,11,2023,True,4,46,11.5,0,17,5
Hunter Renfrow,LV,MIA,11,2023,True,5,42,8.4,0,31,5
Tre Tucker,LV,MIA,11,2023,True,2,36,18.0,0,19,7
Josh Jacobs,LV,MIA,11,2023,True,1,12,12.0,0,12,1
Ameer Abdullah,LV,MIA,11,2023,True,1,4,4.0,0,4,1
Austin Hooper,LV,MIA,11,2023,True,0,0,0.0,0,0,1
Tyreek Hill,MIA,LV,11,2023,False,10,146,14.6,1,38,11
Jaylen Waddle,MIA,LV,11,2023,False,4,55,13.8,0,19,8
Robbie Chosen,MIA,LV,11,2023,False,2,39,19.5,0,30,2
Salvon Ahmed,MIA,LV,11,2023,False,3,25,8.3,1,11,3
Cedrick Wilson Jr.,MIA,LV,11,2023,False,3,23,7.7,0,12,4
Alec Ingold,MIA,LV,11,2023,False,3,16,5.3,0,9,4
Julian Hill,MIA,LV,11,2023,False,1,10,10.0,0,10,1
Raheem Mostert,MIA,LV,11,2023,False,1,7,7.0,0,7,2
De'Von Achane,MIA,LV,11,2023,False,1,4,4.0,0,4,1
A.J. Brown,PHI,SEA,15,2023,True,5,56,11.2,0,15,10
DeVonta Smith,PHI,SEA,15,2023,True,5,50,10.0,0,17,5
Dallas Goedert,PHI,SEA,15,2023,True,4,30,7.5,0,18,9
Julio Jones,PHI,SEA,15,2023,True,1,6,6.0,0,6,1
D'Andre Swift,PHI,SEA,15,2023,True,2,1,0.5,0,6,3
Quez Watkins,PHI,SEA,15,2023,True,0,0,0.0,0,0,1
Kenneth Gainwell,PHI,SEA,15,2023,True,0,0,0.0,0,0,1
DK Metcalf,SEA,PHI,15,2023,False,5,78,15.6,0,34,6
Jaxon Smith-Njigba,SEA,PHI,15,2023,False,4,48,12.0,1,29,4
Kenneth Walker III,SEA,PHI,15,2023,False,3,26,8.7,0,15,3
Tyler Lockett,SEA,PHI,15,2023,False,3,21,7.0,0,12,9
Noah Fant,SEA,PHI,15,2023,False,3,16,5.3,0,6,5
Will Dissly,SEA,PHI,15,2023,False,2,9,4.5,0,5,2
Colby Parkinson,SEA,PHI,15,2023,False,1,6,6.0,0,6,1
Jake Bobo,SEA,PHI,15,2023,False,1,4,4.0,0,4,1
Zach Charbonnet,SEA,PHI,15,2023,False,0,0,0.0,0,0,1
Tyler Allgeier,ATL,CHI,17,2023,True,1,75,75.0,1,75,1
Drake London,ATL,CHI,17,2023,True,4,56,14.0,0,22,10
Van Jefferson,ATL,CHI,17,2023,True,3,19,6.3,0,9,5
MyCole Pruitt,ATL,CHI,17,2023,True,1,14,14.0,0,14,1
Bijan Robinson,ATL,CHI,17,2023,True,3,11,3.7,0,6,4
Kyle Pitts,ATL,CHI,17,2023,True,1,5,5.0,0,5,5
KhaDarel Hodge,ATL,CHI,17,2023,True,0,0,0.0,0,0,2
Jonnu Smith,ATL,CHI,17,2023,True,0,0,0.0,0,0,4
DJ Moore,CHI,ATL,17,2023,False,9,159,17.7,1,32,13
Robert Tonyan,CHI,ATL,17,2023,False,3,40,13.3,0,24,4
Roschon Johnson,CHI,ATL,17,2023,False,3,38,12.7,0,24,3
Tyler Scott,CHI,ATL,17,2023,False,2,15,7.5,0,16,5
Collin Johnson,CHI,ATL,17,2023,False,1,11,11.0,0,11,1
Khalil Herbert,CHI,ATL,17,2023,False,2,5,2.5,0,5,3
Khari Blasingame,CHI,ATL,17,2023,False,0,0,0.0,0,0,1
Mecole Hardman,KC,LAC,18,2023,True,6,77,12.8,0,37,11
La'Mical Perine,KC,LAC,18,2023,True,3,33,11.0,0,25,4
Justyn Ross,KC,LAC,18,2023,True,2,17,8.5,0,10,4
Richie James,KC,LAC,18,2023,True,2,15,7.5,0,11,2
Clyde Edwards-Helaire,KC,LAC,18,2023,True,1,9,9.0,0,9,2
Blake Bell,KC,LAC,18,2023,True,1,3,3.0,0,3,2
Justin Watson,KC,LAC,18,2023,True,0,0,0.0,0,0,1
Noah Gray,KC,LAC,18,2023,True,0,0,0.0,0,0,3
Donald Parham Jr.,LAC,KC,18,2023,False,5,83,16.6,0,24,6
Joshua Palmer,LAC,KC,18,2023,False,6,44,7.3,0,12,10
Austin Ekeler,LAC,KC,18,2023,False,7,38,5.4,0,9,8
Alex Erickson,LAC,KC,18,2023,False,2,29,14.5,0,25,5
Derius Davis,LAC,KC,18,2023,False,1,18,18.0,0,18,1
Quentin Johnston,LAC,KC,18,2023,False,2,17,8.5,0,13,5
Stone Smartt,LAC,KC,18,2023,False,2,14,7.0,0,8,3
Keelan Doss,LAC,KC,18,2023,False,1,8,8.0,0,8,5
Gerald Everett,LAC,KC,18,2023,False,1,4,4.0,0,4,1
Nick Vannett,LAC,KC,18,2023,False,1,3,3.0,0,3,1
Olamide Zaccheaus,ATL,WSH,12,2022,True,5,91,18.2,0,45,8
Drake London,ATL,WSH,12,2022,True,2,29,14.5,0,22,4
Cordarrelle Patterson,ATL,WSH,12,2022,True,3,19,6.3,0,15,5
Anthony Firkser,ATL,WSH,12,2022,True,1,16,16.0,0,16,1
MyCole Pruitt,ATL,WSH,12,2022,True,2,9,4.5,1,5,3
Parker Hesse,ATL,WSH,12,2022,True,1,9,9.0,0,9,2
Caleb Huntley,ATL,WSH,12,2022,True,1,1,1.0,0,1,1
Terry McLaurin,WSH,ATL,12,2022,False,4,48,12.0,0,26,6
John Bates,WSH,ATL,12,2022,False,3,24,8.0,1,16,4
Antonio Gibson,WSH,ATL,12,2022,False,3,22,7.3,0,14,3
Brian Robinson Jr.,WSH,ATL,12,2022,False,2,20,10.0,1,14,3
Dyami Brown,WSH,ATL,12,2022,False,1,17,17.0,0,17,1
Logan Thomas,WSH,ATL,12,2022,False,1,7,7.0,0,7,3
Jahan Dotson,WSH,ATL,12,2022,False,0,0,0.0,0,0,1
Cole Turner,WSH,ATL,12,2022,False,0,0,0.0,0,0,1
Deebo Samuel Sr.,SF,PHI,2,2021,True,6,93,15.5,0,40,8
JaMycal Hasty,SF,PHI,2,2021,True,4,21,5.3,0,8,5
Jauan Jennings,SF,PHI,2,2021,True,2,17,8.5,1,11,2
George Kittle,SF,PHI,2,2021,True,4,17,4.3,0,8,4
Kyle Juszczyk,SF,PHI,2,2021,True,2,15,7.5,0,8,3
Elijah Mitchell,SF,PHI,2,2021,True,2,11,5.5,0,11,2
Trent Sherfield,SF,PHI,2,2021,True,1,9,9.0,0,9,3
Brandon Aiyuk,SF,PHI,2,2021,True,1,6,6.0,0,6,2
Mohamed Sanu,SF,PHI,2,2021,True,0,0,0.0,0,0,1
Quez Watkins,PHI,SF,2,2021,False,2,117,58.5,0,91,2
Dallas Goedert,PHI,SF,2,2021,False,2,24,12.0,0,14,2
Kenneth Gainwell,PHI,SF,2,2021,False,2,18,9.0,0,9,3
DeVonta Smith,PHI,SF,2,2021,False,2,16,8.0,0,11,7
Zach Ertz,PHI,SF,2,2021,False,1,6,6.0,0,6,2
Jalen Reagor,PHI,SF,2,2021,False,2,5,2.5,0,4,5
Miles Sanders,PHI,SF,2,2021,False,1,4,4.0,0,4,2
Jalen Hurts,PHI,SF,2,2021,False,0,0,0.0,0,0,1
Antonio Brown,TB,CAR,16,2021,True,10,101,10.1,0,22,15
Cyril Grayson Jr.,TB,CAR,16,2021,True,3,81,27.0,0,62,3
Rob Gronkowski,TB,CAR,16,2021,True,1,23,23.0,0,23,2
Ronald Jones,TB,CAR,16,2021,True,2,16,8.0,0,13,3
Cameron Brate,TB,CAR,16,2021,True,2,11,5.5,1,7,4
Scotty Miller,TB,CAR,16,2021,True,0,0,0.0,0,0,1
Ke'Shawn Vaughn,TB,CAR,16,2021,True,0,0,0.0,0,0,1
Shi Smith,CAR,TB,16,2021,False,3,86,28.7,0,63,5
Robbie Chosen,CAR,TB,16,2021,False,5,58,11.6,0,18,10
DJ Moore,CAR,TB,16,2021,False,5,55,11.0,0,19,12
Tommy Tremble,CAR,TB,16,2021,False,2,22,11.0,0,14,2
Reggie Bonnafon,CAR,TB,16,2021,False,2,12,6.0,0,6,2
Ameer Abdullah,CAR,TB,16,2021,False,3,8,2.7,0,6,6
Terrace Marshall Jr.,CAR,TB,16,2021,False,1,6,6.0,0,6,1
Ian Thomas,CAR,TB,16,2021,False,1,4,4.0,0,4,1
Alex Erickson,CAR,TB,16,2021,False,0,0,0.0,0,0,1
Giovanni Ricci,CAR,TB,16,2021,False,0,0,0.0,0,0,1
Stephen Sullivan,CAR,TB,16,2021,False,0,0,0.0,0,0,1
Chuba Hubbard,CAR,TB,16,2021,False,0,0,0.0,0,0,1
Jerry Jeudy,DEN,SEA,1,2022,True,4,102,25.5,1,67,7
Courtland Sutton,DEN,SEA,1,2022,True,4,72,18.0,0,30,7
Javonte Williams,DEN,SEA,1,2022,True,11,65,5.9,0,13,12
Andrew Beck,DEN,SEA,1,2022,True,2,52,26.0,0,27,3
Albert Okwuegbunam Jr.,DEN,SEA,1,2022,True,5,33,6.6,0,12,6
Melvin Gordon III,DEN,SEA,1,2022,True,2,14,7.0,0,8,2
Mike Boone,DEN,SEA,1,2022,True,1,2,2.0,0,2,1
Eric Tomlinson,DEN,SEA,1,2022,True,0,0,0.0,0,0,1
Eric Saubert,DEN,SEA,1,2022,True,0,0,0.0,0,0,1
KJ Hamler,DEN,SEA,1,2022,True,0,0,0.0,0,0,1
Colby Parkinson,SEA,DEN,1,2022,False,2,43,21.5,1,25,2
Will Dissly,SEA,DEN,1,2022,False,3,43,14.3,1,38,3
DK Metcalf,SEA,DEN,1,2022,False,7,36,5.1,0,15,7
Tyler Lockett,SEA,DEN,1,2022,False,3,28,9.3,0,17,4
Marquise Goodwin,SEA,DEN,1,2022,False,2,22,11.0,0,16,2
Noah Fant,SEA,DEN,1,2022,False,3,16,5.3,0,13,4
Rashaad Penny,SEA,DEN,1,2022,False,2,7,3.5,0,4,3
Dee Eskridge,SEA,DEN,1,2022,False,1,0,0.0,0,0,2
Rashee Rice,KC,LV,12,2023,True,8,107,13.4,1,39,10
Travis Kelce,KC,LV,12,2023,True,6,91,15.2,0,27,7
Skyy Moore,KC,LV,12,2023,True,3,34,11.3,0,18,3
Isiah Pacheco,KC,LV,12,2023,True,5,34,6.8,0,14,5
Noah Gray,KC,LV,12,2023,True,3,30,10.0,0,13,3
Justin Watson,KC,LV,12,2023,True,1,3,3.0,1,3,3
Marquez Valdes-Scantling,KC,LV,12,2023,True,1,-1,-1.0,0,-1,1
Jakobi Meyers,LV,KC,12,2023,False,6,79,13.2,1,33,7
Davante Adams,LV,KC,12,2023,False,5,73,14.6,0,33,7
Hunter Renfrow,LV,KC,12,2023,False,4,38,9.5,0,16,4
Michael Mayer,LV,KC,12,2023,False,2,27,13.5,0,17,4
Josh Jacobs,LV,KC,12,2023,False,4,15,3.8,0,8,6
Austin Hooper,LV,KC,12,2023,False,1,14,14.0,0,14,2
Ameer Abdullah,LV,KC,12,2023,False,1,2,2.0,0,2,1
Tre Tucker,LV,KC,12,2023,False,0,0,0.0,0,0,1
Terry McLaurin,WSH,NYG,7,2023,True,6,90,15.0,0,31,9
Logan Thomas,WSH,NYG,7,2023,True,4,51,12.8,0,15,6
Jahan Dotson,WSH,NYG,7,2023,True,5,43,8.6,0,10,8
Curtis Samuel,WSH,NYG,7,2023,True,4,25,6.3,0,18,8
Antonio Gibson,WSH,NYG,7,2023,True,2,24,12.0,0,12,2
Byron Pringle,WSH,NYG,7,2023,True,1,16,16.0,0,16,1
John Bates,WSH,NYG,7,2023,True,0,0,0.0,0,0,1
Brian Robinson Jr.,WSH,NYG,7,2023,True,0,0,0.0,0,0,1
Darren Waller,NYG,WSH,7,2023,False,7,98,14.0,1,27,8
Jalin Hyatt,NYG,WSH,7,2023,False,2,75,37.5,0,42,5
Saquon Barkley,NYG,WSH,7,2023,False,3,41,13.7,1,32,4
Darius Slayton,NYG,WSH,7,2023,False,1,22,22.0,0,22,2
Wan'Dale Robinson,NYG,WSH,7,2023,False,1,22,22.0,0,22,2
Isaiah Hodgins,NYG,WSH,7,2023,False,2,13,6.5,0,8,4
Matt Breida,NYG,WSH,7,2023,False,1,5,5.0,0,5,1
Sterling Shepard,NYG,WSH,7,2023,False,1,3,3.0,0,3,1
Tyler Lockett,SEA,SF,2,2022,True,9,107,11.9,0,27,11
DK Metcalf,SEA,SF,2,2022,True,4,35,8.8,0,12,6
Travis Homer,SEA,SF,2,2022,True,4,33,8.3,0,17,4
Noah Fant,SEA,SF,2,2022,True,2,11,5.5,0,7,2
Dee Eskridge,SEA,SF,2,2022,True,1,6,6.0,0,6,1
Kenneth Walker III,SEA,SF,2,2022,True,2,5,2.5,0,3,3
Marquise Goodwin,SEA,SF,2,2022,True,0,0,0.0,0,0,1
Will Dissly,SEA,SF,2,2022,True,2,0,0.0,0,2,2
Brandon Aiyuk,SF,SEA,2,2022,False,5,63,12.6,0,25,8
Deebo Samuel Sr.,SF,SEA,2,2022,False,5,44,8.8,0,15,6
Ross Dwelley,SF,SEA,2,2022,False,1,38,38.0,1,38,1
Jeff Wilson Jr.,SF,SEA,2,2022,False,2,19,9.5,0,14,2
Ray-Ray McCloud III,SF,SEA,2,2022,False,1,16,16.0,0,16,2
Jauan Jennings,SF,SEA,2,2022,False,1,4,4.0,0,4,2
Kyle Juszczyk,SF,SEA,2,2022,False,0,0,0.0,0,0,1
Danny Gray,SF,SEA,2,2022,False,0,0,0.0,0,0,2
Kenneth Gainwell,PHI,NYG,12,2021,True,3,32,10.7,0,14,4
Jalen Reagor,PHI,NYG,12,2021,True,2,31,15.5,0,21,7
Quez Watkins,PHI,NYG,12,2021,True,2,23,11.5,0,19,5
DeVonta Smith,PHI,NYG,12,2021,True,2,22,11.0,0,14,4
J.J. Arcega-Whiteside,PHI,NYG,12,2021,True,1,13,13.0,0,13,1
Boston Scott,PHI,NYG,12,2021,True,2,8,4.0,0,6,3
Greg Ward,PHI,NYG,12,2021,True,0,0,0.0,0,0,1
Dallas Goedert,PHI,NYG,12,2021,True,1,0,0.0,0,0,3
Miles Sanders,PHI,NYG,12,2021,True,1,0,0.0,0,0,1
Kenny Golladay,NYG,PHI,12,2021,False,3,50,16.7,0,18,7
Darius Slayton,NYG,PHI,12,2021,False,3,40,13.3,0,18,4
Evan Engram,NYG,PHI,12,2021,False,3,37,12.3,0,20,6
John Ross,NYG,PHI,12,2021,False,2,28,14.0,0,19,2
Devontae Booker,NYG,PHI,12,2021,False,1,17,17.0,0,17,1
Saquon Barkley,NYG,PHI,12,2021,False,4,13,3.3,0,8,5
Chris Myarick,NYG,PHI,12,2021,False,2,11,5.5,1,10,2
Pharoh Cooper,NYG,PHI,12,2021,False,1,6,6.0,0,6,2
Keenan Allen,LAC,BAL,6,2021,True,5,50,10.0,0,21,5
Austin Ekeler,LAC,BAL,6,2021,True,4,48,12.0,0,18,7
Mike Williams,LAC,BAL,6,2021,True,2,27,13.5,0,26,5
Jared Cook,LAC,BAL,6,2021,True,4,25,6.3,1,11,7
Jalen Guyton,LAC,BAL,6,2021,True,1,15,15.0,0,15,5
Donald Parham Jr.,LAC,BAL,6,2021,True,2,10,5.0,0,5,2
Joshua Palmer,LAC,BAL,6,2021,True,1,8,8.0,0,8,4
Justin Jackson,LAC,BAL,6,2021,True,1,7,7.0,0,7,1
Gabe Nabers,LAC,BAL,6,2021,True,1,6,6.0,0,6,1
Stephen Anderson,LAC,BAL,6,2021,True,1,-1,-1.0,0,-1,2
Mark Andrews,BAL,LAC,6,2021,False,5,68,13.6,1,21,6
Marquise Brown,BAL,LAC,6,2021,False,4,35,8.8,0,20,5
Rashod Bateman,BAL,LAC,6,2021,False,4,29,7.3,0,11,6
Devin Duvernay,BAL,LAC,6,2021,False,2,15,7.5,0,8,3
Latavius Murray,BAL,LAC,6,2021,False,2,12,6.0,0,8,2
Miles Boykin,BAL,LAC,6,2021,False,1,6,6.0,0,6,1
Josh Oliver,BAL,LAC,6,2021,False,1,2,2.0,0,2,1
Devonta Freeman,BAL,LAC,6,2021,False,0,0,0.0,0,0,2
James Proche II,BAL,LAC,6,2021,False,0,0,0.0,0,0,1
Marcus Johnson,TEN,JAX,5,2021,True,3,52,17.3,0,22,5
A.J. Brown,TEN,JAX,5,2021,True,3,38,12.7,0,22,6
Anthony Firkser,TEN,JAX,5,2021,True,3,33,11.0,0,14,4
Chester Rogers,TEN,JAX,5,2021,True,1,26,26.0,0,26,1
Jeremy McNichols,TEN,JAX,5,2021,True,2,26,13.0,0,25,2
MyCole Pruitt,TEN,JAX,5,2021,True,1,14,14.0,1,14,1
Josh Reynolds,TEN,JAX,5,2021,True,1,8,8.0,0,8,1
Geoff Swaim,TEN,JAX,5,2021,True,0,0,0.0,0,0,1
Dan Arnold,JAX,TEN,5,2021,False,6,64,10.7,0,18,8
Laviska Shenault Jr.,JAX,TEN,5,2021,False,1,58,58.0,0,58,3
Tavon Austin,JAX,TEN,5,2021,False,5,54,10.8,0,22,5
Jamal Agnew,JAX,TEN,5,2021,False,6,41,6.8,0,8,7
Marvin Jones Jr.,JAX,TEN,5,2021,False,1,25,25.0,0,25,6
Dare Ogunbowale,JAX,TEN,5,2021,False,1,19,19.0,0,19,1
Luke Farrell,JAX,TEN,5,2021,False,1,13,13.0,0,13,1
Jacob Hollister,JAX,TEN,5,2021,False,1,1,1.0,1,1,1
James Robinson,JAX,TEN,5,2021,False,1,-2,-2.0,0,-2,1
Mike Williams,LAC,CIN,13,2021,True,5,110,22.0,0,47,7
Jalen Guyton,LAC,CIN,13,2021,True,4,90,22.5,1,44,4
Austin Ekeler,LAC,CIN,13,2021,True,5,45,9.0,0,12,5
Keenan Allen,LAC,CIN,13,2021,True,5,34,6.8,2,10,8
Jared Cook,LAC,CIN,13,2021,True,3,29,9.7,0,23,4
Justin Jackson,LAC,CIN,13,2021,True,2,6,3.0,0,7,2
Donald Parham Jr.,LAC,CIN,13,2021,True,2,3,1.5,0,6,4
Joshua Palmer,LAC,CIN,13,2021,True,0,0,0.0,0,0,1
Tee Higgins,CIN,LAC,13,2021,False,9,138,15.3,1,29,14
Tyler Boyd,CIN,LAC,13,2021,False,5,85,17.0,0,32,7
Ja'Marr Chase,CIN,LAC,13,2021,False,5,52,10.4,0,14,8
C.J. Uzomah,CIN,LAC,13,2021,False,3,20,6.7,0,10,6
Samaje Perine,CIN,LAC,13,2021,False,2,5,2.5,0,5,2
Joe Mixon,CIN,LAC,13,2021,False,0,0,0.0,0,0,1
Stefon Diggs,BUF,KC,6,2022,True,10,148,14.8,1,31,13
Gabe Davis,BUF,KC,6,2022,True,3,74,24.7,1,34,6
Dawson Knox,BUF,KC,6,2022,True,3,37,12.3,1,20,3
Devin Singletary,BUF,KC,6,2022,True,4,22,5.5,0,11,5
Reggie Gilliam,BUF,KC,6,2022,True,3,18,6.0,0,11,3
Khalil Shakir,BUF,KC,6,2022,True,1,14,14.0,0,14,2
Isaiah McKenzie,BUF,KC,6,2022,True,2,9,4.5,0,5,5
Tommy Sweeney,BUF,KC,6,2022,True,1,7,7.0,0,7,1
JuJu Smith-Schuster,KC,BUF,6,2022,False,5,113,22.6,1,42,5
Travis Kelce,KC,BUF,6,2022,False,8,108,13.5,0,25,10
Mecole Hardman,KC,BUF,6,2022,False,3,42,14.0,1,26,4
Jerick McKinnon,KC,BUF,6,2022,False,3,29,9.7,0,19,3
Skyy Moore,KC,BUF,6,2022,False,1,24,24.0,0,24,3
Noah Gray,KC,BUF,6,2022,False,3,13,4.3,0,7,3
Isiah Pacheco,KC,BUF,6,2022,False,2,9,4.5,0,12,2
Michael Burton,KC,BUF,6,2022,False,0,0,0.0,0,0,1
Marquez Valdes-Scantling,KC,BUF,6,2022,False,0,0,0.0,0,0,3
Justin Watson,KC,BUF,6,2022,False,0,0,0.0,0,0,1
Chris Olave,NO,GB,3,2023,True,8,104,13.0,0,28,11
Michael Thomas,NO,GB,3,2023,True,6,50,8.3,0,18,9
Tony Jones Jr.,NO,GB,3,2023,True,4,21,5.3,0,10,4
Juwan Johnson,NO,GB,3,2023,True,2,12,6.0,0,7,4
Taysom Hill,NO,GB,3,2023,True,1,9,9.0,0,9,1
Jimmy Graham,NO,GB,3,2023,True,1,8,8.0,1,8,1
Keith Kirkwood,NO,GB,3,2023,True,0,0,0.0,0,0,1
Rashid Shaheed,NO,GB,3,2023,True,0,0,0.0,0,0,2
Kendre Miller,NO,GB,3,2023,True,1,0,0.0,0,0,1
Romeo Doubs,GB,NO,3,2023,False,5,73,14.6,1,30,12
Jayden Reed,GB,NO,3,2023,False,3,63,21.0,0,30,7
Luke Musgrave,GB,NO,3,2023,False,6,49,8.2,0,12,8
Dontayvion Wicks,GB,NO,3,2023,False,4,45,11.3,0,18,6
Patrick Taylor Jr.,GB,NO,3,2023,False,3,23,7.7,0,12,4
Emanuel Wilson,GB,NO,3,2023,False,1,6,6.0,0,6,1
Samori Toure,GB,NO,3,2023,False,0,0,0.0,0,0,3
Malik Heath,GB,NO,3,2023,False,0,0,0.0,0,0,2
Diontae Johnson,PIT,IND,15,2023,True,4,62,15.5,1,25,6
George Pickens,PIT,IND,15,2023,True,3,47,15.7,0,17,7
Jaylen Warren,PIT,IND,15,2023,True,5,28,5.6,0,11,6
Allen Robinson II,PIT,IND,15,2023,True,3,19,6.3,0,8,3
Pat Freiermuth,PIT,IND,15,2023,True,3,16,5.3,0,6,4
Michael Pittman Jr.,IND,PIT,15,2023,False,4,78,19.5,0,42,5
D.J. Montgomery,IND,PIT,15,2023,False,2,48,24.0,1,34,4
Mo Alie-Cox,IND,PIT,15,2023,False,2,21,10.5,1,18,3
Zack Moss,IND,PIT,15,2023,False,3,20,6.7,1,16,3
Josh Downs,IND,PIT,15,2023,False,3,19,6.3,0,8,3
Alec Pierce,IND,PIT,15,2023,False,1,13,13.0,0,13,5
Tyler Goodson,IND,PIT,15,2023,False,2,10,5.0,0,7,2
Kylen Granson,IND,PIT,15,2023,False,1,6,6.0,0,6,1
Drew Ogletree,IND,PIT,15,2023,False,0,0,0.0,0,0,1
Dallas Goedert,PHI,ARI,5,2022,True,8,95,11.9,0,31,9
DeVonta Smith,PHI,ARI,5,2022,True,10,87,8.7,0,22,11
A.J. Brown,PHI,ARI,5,2022,True,3,32,10.7,0,15,7
Quez Watkins,PHI,ARI,5,2022,True,3,19,6.3,0,7,4
Miles Sanders,PHI,ARI,5,2022,True,2,6,3.0,0,8,3
Marquise Brown,ARI,PHI,5,2022,False,8,78,9.8,1,25,10
Rondale Moore,ARI,PHI,5,2022,False,7,68,9.7,0,28,8
Zach Ertz,ARI,PHI,5,2022,False,6,48,8.0,0,11,10
Eno Benjamin,ARI,PHI,5,2022,False,3,28,9.3,0,16,4
A.J. Green,ARI,PHI,5,2022,False,3,20,6.7,0,9,5
James Conner,ARI,PHI,5,2022,False,1,8,8.0,0,8,1
Tyler Lockett,SEA,HOU,14,2021,True,5,142,28.4,1,55,9
DK Metcalf,SEA,HOU,14,2021,True,4,43,10.8,0,22,8
Will Dissly,SEA,HOU,14,2021,True,2,38,19.0,0,25,3
Penny Hart,SEA,HOU,14,2021,True,1,16,16.0,0,16,1
Gerald Everett,SEA,HOU,14,2021,True,2,15,7.5,1,14,2
Nick Bellore,SEA,HOU,14,2021,True,1,4,4.0,0,4,1
Alex Collins,SEA,HOU,14,2021,True,1,1,1.0,0,1,1
Rashaad Penny,SEA,HOU,14,2021,True,1,1,1.0,0,1,1
Freddie Swain,SEA,HOU,14,2021,True,0,0,0.0,0,0,1
Dee Eskridge,SEA,HOU,14,2021,True,0,0,0.0,0,0,1
Brandin Cooks,HOU,SEA,14,2021,False,8,101,12.6,0,19,11
Nico Collins,HOU,SEA,14,2021,False,5,69,13.8,0,30,10
Royce Freeman,HOU,SEA,14,2021,False,6,51,8.5,0,12,8
Brevin Jordan,HOU,SEA,14,2021,False,4,26,6.5,1,11,7
Rex Burkhead,HOU,SEA,14,2021,False,4,26,6.5,0,11,4
Chris Conley,HOU,SEA,14,2021,False,2,20,10.0,0,13,2
Davion Davis,HOU,SEA,14,2021,False,1,17,17.0,0,17,1
Phillip Dorsett,HOU,SEA,14,2021,False,1,9,9.0,0,9,3
Jordan Akins,HOU,SEA,14,2021,False,1,6,6.0,0,6,1
Antony Auclair,HOU,SEA,14,2021,False,1,6,6.0,0,6,1
Diontae Johnson,PIT,CLE,3,2022,True,8,84,10.5,0,16,11
Pat Freiermuth,PIT,CLE,3,2022,True,2,41,20.5,0,26,4
George Pickens,PIT,CLE,3,2022,True,3,39,13.0,0,36,7
Chase Claypool,PIT,CLE,3,2022,True,3,35,11.7,0,20,6
Najee Harris,PIT,CLE,3,2022,True,3,5,1.7,0,9,3
